"visitorID","age","gender","prev_wincarn","homestate","phys_level","travel_dist","occupation","companion_type","ski_snowboard","social_media","preference"
2212,26,"Female",1,"Quebec","Sedentary",21.4666311851399,"white collar","friends",1,0.95,"Outdoor"
315,22,"Male",4,"Quebec","Sedentary",129.058823242672,"student","fam_children",0,0.02,"Outdoor"
174,34,"Male",1,"Quebec","Sedentary",21.0854514391897,"retired","fam_children",0,0.54,"Indoor"
230,80,"Male",2,"Quebec","Sedentary",26.4866187415066,"blue collar","fam_children",0,0.62,"Outdoor"
459,54,"Male",2,"Quebec","Sedentary",48.8196138639875,"white collar","fam_children",0,0.66,"Outdoor"
1420,64,"Male",2,"Quebec","Sedentary",19.4373439616504,"blue collar","fam_children",0,0.78,"Indoor"
1812,19,"Male",4,"Quebec","Sedentary",66.9299899008045,"white collar","fam_children",0,0.06,"Outdoor"
1824,62,"Male",0,"Quebec","Sedentary",25.2215267054724,"white collar","fam_children",0,0.22,"Indoor"
1995,66,"Male",0,"Quebec","Sedentary",3.85610865429044,"gig worker","fam_children",0,0.65,"Outdoor"
2107,43,"Male",2,"Quebec","Sedentary",53.316790347261,"blue collar","fam_children",0,0.2,"Outdoor"
2327,84,"Male",0,"Quebec","Sedentary",32.386452727122,"white collar","fam_children",0,0.05,"Outdoor"
1442,40,"Male",3,"Quebec","Sedentary",6.17037513293326,"NaN","solo",0,0.38,"Outdoor"
173,23,"Male",1,"Quebec","Sedentary",4.35784403898945,"student","friends",0,0.47,"Outdoor"
119,53,"Male",0,"Quebec","Sedentary",2.47592638311786,"retired","friends",0,0.17,"Outdoor"
1125,63,"Male",4,"Quebec","Sedentary",6.90754315815866,"white collar","friends",0,0.47,"Outdoor"
2356,72,"Male",4,"Quebec","Sedentary",2.63089232054066,"white collar","friends",0,0.25,"Outdoor"
65,25,"Female",2,"Quebec","Sedentary",3.11324330978096,"student","fam_children",0,0.22,"Outdoor"
28,22,"Female",1,"Quebec","Sedentary",8.55735731311142,"white collar","fam_children",0,0.57,"Outdoor"
432,62,"Female",0,"Quebec","Sedentary",38.409331923533,"white collar","fam_children",0,0.31,"Outdoor"
553,66,"Female",0,"Quebec","Sedentary",91.3317207196608,"blue collar","fam_children",0,0.01,"Indoor"
623,22,"Female",2,"Quebec","Sedentary",4.11019892431796,"white collar","fam_children",0,0.07,"Outdoor"
632,38,"Female",2,"Quebec","Sedentary",10.5004954338074,"white collar","fam_children",0,0.01,"Indoor"
1300,22,"Female",1,"Quebec","Sedentary",26.8740379429402,"NaN","fam_children",0,0.77,"Outdoor"
1670,57,"Female",1,"Quebec","Sedentary",16.4163047253134,"retired","fam_children",0,0.59,"Outdoor"
1799,27,"Female",2,"Quebec","Sedentary",5.09785630853802,"retired","fam_children",0,0.57,"Outdoor"
1886,69,"Female",3,"Quebec","Sedentary",19.8506314947186,"blue collar","fam_children",0,0.13,"Outdoor"
1906,43,"Female",2,"Quebec","Sedentary",25.0471330651203,"white collar","fam_children",0,0.98,"Outdoor"
1947,70,"Female",2,"Quebec","Sedentary",1.99034514836967,"white collar","fam_children",0,0.71,"Outdoor"
2013,51,"Female",2,"Quebec","Sedentary",30.2250595373993,"white collar","fam_children",0,0.76,"Outdoor"
2241,83,"Female",3,"Quebec","Sedentary",5.36958497992426,"white collar","fam_children",0,0.17,"Indoor"
2314,24,"Female",1,"Quebec","Sedentary",18.8546323930965,"student","solo",0,0.99,"Indoor"
46,34,"Female",3,"Quebec","Sedentary",0.480668377131224,"white collar","friends",0,0.3,"Outdoor"
1069,26,"Female",1,"Quebec","Sedentary",7.28537717834115,"retired","friends",0,0.5,"Outdoor"
1196,65,"Female",2,"Quebec","Sedentary",7.20603345893323,"blue collar","friends",0,0.3,"Indoor"
1595,59,"Female",2,"Quebec","Sedentary",8.36729562143395,"white collar","friends",0,0.12,"Outdoor"
2041,28,"Female",2,"Quebec","Sedentary",5.55789999754032,"white collar","friends",0,0.15,"Indoor"
2208,67,"Female",1,"Quebec","Sedentary",9.25485588024938,"blue collar","friends",0,0.81,"Outdoor"
2242,79,"Female",1,"Quebec","Sedentary",37.6427629904916,"blue collar","friends",0,0.74,"Indoor"
2299,50,"Female",2,"Quebec","Sedentary",22.2804504769472,"white collar","friends",0,0.36,"Outdoor"
2336,47,"Female",1,"Quebec","Sedentary",1.12327782437205,"blue collar","friends",0,0.26,"Outdoor"
1299,25,"Male",1,"Quebec","Moderate",4.01488594936282,"student","fam_children",1,0.34,"Outdoor"
1699,26,"Male",7,"Quebec","Very Active",0.988070609158171,"student","fam_children",1,0.4,"Indoor"
6,32,"Male",1,"Quebec","Moderate",18.9891556910049,"white collar","fam_children",1,0.81,"Indoor"
24,68,"Male",1,"Quebec","Moderate",33.0182149721442,"blue collar","fam_children",1,0.77,"Outdoor"
472,76,"Male",1,"Quebec","Very Active",40.368583871234,"white collar","fam_children",1,0.99,"Outdoor"
493,65,"Male",2,"Quebec","Moderate",9.54468887723961,"white collar","fam_children",1,0.83,"Outdoor"
500,81,"Male",0,"Quebec","Very Active",24.3031269862297,"white collar","fam_children",1,0.71,"Outdoor"
604,69,"Male",4,"Quebec","Moderate",5.99401473999023,"blue collar","fam_children",1,0.64,"Outdoor"
809,78,"Male",1,"Quebec","Moderate",23.9578449345174,"white collar","fam_children",1,0.16,"Outdoor"
1055,63,"Male",2,"Quebec","Moderate",3.80304874254702,"retired","fam_children",1,0.39,"Indoor"
1073,74,"Male",3,"Quebec","Moderate",0.015113977715373,"retired","fam_children",1,0.39,"Outdoor"
1409,65,"Male",2,"Quebec","Moderate",2.50996749848127,"white collar","fam_children",1,0.08,"Outdoor"
1928,27,"Male",2,"Quebec","Moderate",17.186113166714,"white collar","fam_children",1,0.72,"Indoor"
2095,54,"Male",2,"Quebec","Moderate",2.61941654607654,"white collar","fam_children",1,0.91,"Outdoor"
2297,48,"Male",3,"Quebec","Moderate",3.21462466154534,"white collar","fam_children",1,0.45,"Outdoor"
2360,57,"Male",3,"Quebec","Very Active",1.92662734538317,"retired","fam_children",1,0.14,"Indoor"
141,70,"Male",1,"Quebec","Moderate",7.95623328536749,"white collar","solo",1,0.48,"Outdoor"
1122,43,"Male",3,"Quebec","NaN",10.327390274033,"blue collar","solo",1,0.87,"Indoor"
1449,78,"Male",1,"Quebec","Very Active",4.47748046523423,"white collar","solo",1,0.85,"Outdoor"
2180,72,"Male",1,"Quebec","Very Active",24.2463100879433,"white collar","solo",1,0.61,"Outdoor"
2399,55,"Male",5,"Quebec","Moderate",16.1898888691712,"retired","solo",1,0.38,"Outdoor"
260,25,"Male",2,"Quebec","Very Active",4.95347520336509,"student","friends",1,0,"Outdoor"
1422,24,"Male",5,"Quebec","Moderate",6.65209744795243,"student","friends",1,0.38,"Outdoor"
541,68,"Male",0,"Quebec","Moderate",43.3010368396468,"gig worker","friends",1,1,"Outdoor"
716,37,"Male",2,"Quebec","Moderate",23.9122388689759,"white collar","friends",1,0.43,"Outdoor"
1183,63,"Male",1,"Quebec","Moderate",12.0007811207324,"retired","friends",1,0.61,"Outdoor"
1220,59,"Male",3,"Quebec","Moderate",17.4652815415504,"white collar","friends",1,0.83,"Outdoor"
1226,36,"Male",0,"Quebec","Very Active",22.1302825390341,"white collar","friends",1,0.52,"Outdoor"
1270,74,"Male",1,"Quebec","NaN",32.4467978237157,"blue collar","friends",1,0.66,"Outdoor"
1968,81,"Male",2,"Quebec","Moderate",6.16800245828927,"blue collar","friends",1,0.43,"Outdoor"
2110,52,"Male",1,"Quebec","Very Active",0.318955648253178,"white collar","friends",1,0.42,"Outdoor"
2114,57,"Male",0,"Quebec","Very Active",34.1804072244053,"white collar","friends",1,0.82,"Indoor"
2233,47,"Male",1,"Quebec","Very Active",25.1317177317836,"blue collar","friends",1,0.5,"Outdoor"
2218,22,"Female",5,"Quebec","Moderate",16.6395614101532,"student","fam_children",1,0.03,"Outdoor"
40,24,"Female",0,"Quebec","Very Active",3.26255349925419,"white collar","fam_children",1,0.49,"Outdoor"
242,52,"Female",2,"Quebec","Moderate",17.2200008287075,"white collar","fam_children",1,0.9,"Indoor"
613,66,"Female",2,"Quebec","NaN",63.1306585607196,"blue collar","fam_children",1,0.81,"Outdoor"
715,55,"Female",2,"Quebec","Moderate",6.21382953640936,"gig worker","fam_children",1,0.87,"Indoor"
1057,57,"Female",0,"Quebec","Moderate",21.1210393897238,"white collar","fam_children",1,0.92,"Outdoor"
1091,80,"Female",4,"Quebec","Moderate",6.2564323656261,"blue collar","fam_children",1,0.05,"Outdoor"
1215,29,"Female",0,"Quebec","Very Active",13.8775884588774,"blue collar","fam_children",1,0.14,"Outdoor"
1343,36,"Female",1,"Quebec","Moderate",15.5883745063518,"gig worker","fam_children",1,0.44,"Outdoor"
1370,21,"Female",2,"Quebec","Moderate",15.9243137680744,"white collar","fam_children",1,0.48,"Outdoor"
1400,27,"Female",2,"Quebec","NaN",6.42902635037899,"white collar","fam_children",1,0.95,"Outdoor"
1507,74,"Female",5,"Quebec","Very Active",3.49240130744874,"retired","fam_children",1,0.31,"Outdoor"
1599,54,"Female",0,"Quebec","Very Active",10.6601381860673,"white collar","fam_children",1,0.72,"Outdoor"
1688,22,"Female",1,"Quebec","Very Active",18.9374472083306,"retired","fam_children",1,0.53,"Outdoor"
1707,44,"Female",3,"Quebec","Very Active",1.39542872086167,"blue collar","fam_children",1,0.64,"Indoor"
1768,29,"Female",0,"Quebec","Moderate",8.69470003992319,"white collar","fam_children",1,0.65,"Outdoor"
2231,19,"Female",1,"Quebec","Moderate",12.1541552711278,"blue collar","fam_children",1,0.63,"Outdoor"
2100,25,"Female",2,"Quebec","Moderate",43.0196214069553,"student","solo",1,0.53,"Outdoor"
867,76,"Female",1,"Quebec","Moderate",37.1334112046247,"white collar","solo",1,0.47,"Outdoor"
1157,25,"Female",1,"Quebec","Very Active",20.2774597696009,"white collar","solo",1,0.19,"Outdoor"
1819,62,"Female",0,"Quebec","Moderate",0.768875051289797,"blue collar","solo",1,0.88,"Outdoor"
12,41,"Female",3,"Quebec","Moderate",20.4689633092823,"blue collar","friends",1,0.54,"Outdoor"
27,32,"Female",2,"Quebec","Moderate",15.5019814622162,"white collar","friends",1,0,"Outdoor"
730,26,"Female",3,"Quebec","Moderate",46.1114143182464,"white collar","friends",1,0.65,"Indoor"
1273,58,"Female",2,"Quebec","NaN",2.53735955432023,"blue collar","friends",1,0.94,"Outdoor"
1446,43,"Female",3,"Quebec","Moderate",7.83024303615093,"retired","friends",1,0.99,"Outdoor"
1780,45,"Female",3,"Quebec","Very Active",43.2343687278458,"white collar","friends",1,0.42,"Outdoor"
2313,39,"Female",5,"Quebec","Moderate",4.93749331016252,"white collar","friends",1,0.46,"Indoor"
771,23,"Male",2,"Quebec","Very Active",8.63722531124949,"student","fam_children",0,0.73,"Outdoor"
1952,25,"Male",1,"Quebec","Moderate",2.08903810940683,"student","fam_children",0,0.47,"Outdoor"
2296,23,"Male",0,"Quebec","Moderate",4.8186363093555,"student","fam_children",0,0.73,"Indoor"
346,70,"Male",3,"Quebec","Very Active",21.8697607136312,"white collar","fam_children",0,0.96,"Outdoor"
347,23,"Male",1,"Quebec","Moderate",9.82419574633241,"white collar","fam_children",0,0.92,"Outdoor"
362,68,"Male",2,"Quebec","Moderate",5.99256799314404,"white collar","fam_children",0,0.92,"Outdoor"
449,31,"Male",2,"Quebec","Moderate",21.432302109057,"white collar","fam_children",0,0.82,"Outdoor"
582,80,"Male",4,"Quebec","Very Active",20.940603352243,"retired","fam_children",0,0.92,"Indoor"
606,68,"Male",2,"Quebec","Moderate",65.7329638268719,"retired","fam_children",0,0.17,"Outdoor"
1355,46,"Male",2,"Quebec","Moderate",5.00129741782203,"white collar","fam_children",0,0.34,"Outdoor"
1408,51,"Male",2,"Quebec","Moderate",27.9358515264291,"NaN","fam_children",0,0.53,"Outdoor"
1450,77,"Male",3,"Quebec","Moderate",1.07269193977118,"white collar","fam_children",0,0.94,"Outdoor"
2070,75,"Male",2,"Quebec","Moderate",25.6643225309534,"gig worker","fam_children",0,0.01,"Indoor"
2086,66,"Male",2,"Quebec","Moderate",4.67323676683009,"blue collar","fam_children",0,0.49,"Outdoor"
2119,84,"Male",1,"Quebec","Moderate",0.526701919734478,"white collar","fam_children",0,0.88,"Outdoor"
2203,68,"Male",3,"Quebec","Moderate",69.4598520877671,"gig worker","fam_children",0,0.53,"Indoor"
2385,51,"Male",0,"Quebec","Moderate",2.68660134352284,"blue collar","fam_children",0,0.7,"Outdoor"
608,41,"Male",2,"Quebec","Moderate",22.2094513653758,"retired","solo",0,0.01,"Outdoor"
696,23,"Male",3,"Quebec","Very Active",6.65617854887601,"retired","solo",0,0.74,"Outdoor"
966,22,"Male",3,"Quebec","Moderate",25.7675313941183,"white collar","solo",0,0.25,"Outdoor"
1925,74,"Male",1,"Quebec","Very Active",10.2178797218949,"white collar","solo",0,0.58,"Indoor"
2374,25,"Male",1,"Quebec","Very Active",33.3816917592342,"blue collar","solo",0,0.42,"Outdoor"
561,25,"Male",4,"Quebec","Moderate",2.6434591319412,"student","friends",0,0.32,"Outdoor"
1344,24,"Male",2,"Quebec","Moderate",42.2782482554145,"student","friends",0,0.87,"Outdoor"
178,53,"Male",3,"Quebec","Moderate",5.80283822150375,"blue collar","friends",0,0.73,"Outdoor"
232,59,"Male",3,"Quebec","Moderate",25.8951312295141,"blue collar","friends",0,0.08,"Outdoor"
474,48,"Male",3,"Quebec","Moderate",27.0694497591796,"retired","friends",0,0.7,"Outdoor"
724,50,"Male",3,"Quebec","NaN",7.54941599443555,"blue collar","friends",0,0.37,"Outdoor"
727,48,"Male",2,"Quebec","Moderate",10.6805034913123,"blue collar","friends",0,0.26,"Outdoor"
759,83,"Male",3,"Quebec","Very Active",51.0908208389707,"white collar","friends",0,0.09,"Outdoor"
900,75,"Male",1,"Quebec","Moderate",38.7815529836302,"gig worker","friends",0,0.94,"Outdoor"
932,49,"Male",2,"Quebec","Moderate",30.2544677985792,"white collar","friends",0,0.44,"Outdoor"
1051,45,"Male",3,"Quebec","Very Active",19.717294088656,"gig worker","friends",0,0.97,"Indoor"
1315,83,"Male",3,"Quebec","Moderate",62.8491210903893,"blue collar","friends",0,0.04,"Indoor"
1572,75,"Male",1,"Quebec","Moderate",15.3341048783979,"white collar","friends",0,1,"Indoor"
1638,50,"Male",4,"Quebec","Moderate",31.2893120927696,"white collar","friends",0,0.5,"Outdoor"
1924,46,"Male",0,"Quebec","Very Active",21.3076629294994,"blue collar","friends",0,0.38,"Indoor"
160,71,"Female",4,"Quebec","Moderate",3.29055014997721,"white collar","fam_children",0,1,"Outdoor"
525,52,"Female",0,"Quebec","Moderate",77.9633538010431,"blue collar","fam_children",0,0.79,"Indoor"
657,77,"Female",0,"Quebec","NaN",12.8842794895172,"white collar","fam_children",0,0.21,"Outdoor"
1022,27,"Female",0,"Quebec","Moderate",15.1729826916796,"white collar","fam_children",0,0.67,"Outdoor"
1062,23,"Female",3,"Quebec","Very Active",0.3957982425383,"white collar","fam_children",0,0.94,"Outdoor"
1083,34,"Female",3,"Quebec","Moderate",39.8811379058247,"blue collar","fam_children",0,0.11,"Outdoor"
1303,19,"Female",3,"Quebec","Very Active",22.8939352176132,"blue collar","fam_children",0,0.14,"Indoor"
1384,79,"Female",2,"Quebec","Moderate",5.23395106196404,"blue collar","fam_children",0,0.02,"Outdoor"
1918,49,"Female",6,"Quebec","Moderate",81.371398377688,"retired","fam_children",0,0.07,"Outdoor"
1540,69,"Female",2,"Quebec","Moderate",2.28908653595315,"white collar","solo",0,0.92,"Indoor"
2265,64,"Female",3,"Quebec","Moderate",7.41479323245585,"white collar","solo",0,0.28,"Outdoor"
2361,82,"Female",1,"Quebec","Very Active",27.4411757095697,"white collar","solo",0,0.93,"Outdoor"
999,22,"Female",0,"Quebec","Very Active",3.34253198467195,"student","friends",0,0.35,"Indoor"
152,33,"Female",1,"Quebec","Moderate",3.16298669482805,"white collar","friends",0,0.21,"Outdoor"
501,45,"Female",0,"Quebec","Moderate",57.3026682402859,"retired","friends",0,0.51,"Outdoor"
815,52,"Female",1,"Quebec","Moderate",1.32582103833556,"white collar","friends",0,0.63,"Indoor"
1003,29,"Female",0,"Quebec","Very Active",16.2926199250606,"white collar","friends",0,0.48,"Outdoor"
1887,83,"Female",1,"Quebec","Moderate",20.0307493089678,"blue collar","friends",0,0.98,"Outdoor"
2044,69,"Female",2,"Quebec","Moderate",6.91840550862253,"white collar","friends",0,0.61,"Indoor"
2277,38,"Female",1,"Quebec","Moderate",2.61139202862978,"blue collar","friends",0,0.54,"Outdoor"
2283,35,"Female",3,"Quebec","Very Active",31.5838815325409,"retired","friends",0,0.88,"Indoor"
2358,19,"Female",3,"Quebec","Moderate",50.633061264915,"white collar","friends",0,0.22,"Outdoor"
2371,23,"Female",1,"Quebec","Moderate",20.0474619670751,"white collar","friends",0,0.65,"Outdoor"
921,23,"Male",6,"New York","Sedentary",11.3279296271503,"student","fam_children",1,0.2,"Outdoor"
650,75,"Male",0,"New York","Sedentary",50.5678561677165,"gig worker","fam_children",1,0.86,"Indoor"
711,83,"Male",1,"New York","Sedentary",2.16229987817347,"blue collar","fam_children",1,0.75,"Indoor"
2009,18,"Male",1,"New York","Sedentary",5.27922690683508,"white collar","fam_children",1,0.61,"Indoor"
2079,58,"Male",2,"New York","Sedentary",2.39269184879959,"gig worker","fam_children",1,0.12,"Indoor"
133,25,"Male",5,"Maine","Sedentary",0.638141187499165,"student","fam_children",1,0.51,"Indoor"
460,25,"Male",1,"Ontario","Sedentary",1.351407752253,"student","fam_children",1,0.91,"Outdoor"
590,25,"Male",2,"New Hampshire","Sedentary",9.64473154395819,"student","fam_children",1,0.96,"Indoor"
1006,27,"Male",3,"Maine","Sedentary",58.2566365566025,"student","fam_children",1,0.99,"Outdoor"
1098,25,"Male",1,"Maine","Sedentary",13.771350486204,"student","fam_children",1,0.66,"Outdoor"
1117,25,"Male",1,"Maine","Sedentary",1.5844832919538,"student","fam_children",1,0.5,"Outdoor"
1312,23,"Male",4,"Maine","Sedentary",33.4789989126806,"student","fam_children",1,0.18,"Indoor"
1790,22,"Male",1,"Rhode Island","Sedentary",0.422153538092971,"student","fam_children",1,0.76,"Indoor"
1826,25,"Male",4,"Maine","Sedentary",38.5032639263158,"student","fam_children",1,0.41,"Indoor"
1875,25,"Male",2,"Rhode Island","Sedentary",0.368900312103294,"student","fam_children",1,0.37,"Indoor"
1958,23,"Male",1,"Massachusetts","Sedentary",43.478384879901,"student","fam_children",1,0.81,"Outdoor"
2091,25,"Male",4,"Rhode Island","Sedentary",18.7797846077921,"student","fam_children",1,0.79,"Indoor"
2368,25,"Male",2,"Rhode Island","Sedentary",1.23268600553274,"student","fam_children",1,0.95,"Indoor"
2391,25,"Male",0,"Massachusetts","Sedentary",18.2268564767184,"student","fam_children",1,0.98,"Indoor"
80,53,"Male",3,"New Hampshire","Sedentary",9.28132307715714,"white collar","fam_children",1,0.42,"Indoor"
124,22,"Male",3,"New Hampshire","Sedentary",56.7714838332101,"retired","fam_children",1,0.3,"Outdoor"
130,63,"Male",1,"Maine","Sedentary",13.5330550186336,"white collar","fam_children",1,0.26,"Indoor"
140,32,"Male",5,"Maine","Sedentary",1.32480890490115,"gig worker","fam_children",1,0.73,"Outdoor"
145,40,"Male",2,"New Hampshire","Sedentary",6.09988479875028,"white collar","fam_children",1,0.48,"Indoor"
163,48,"Male",0,"Connecticut","Sedentary",5.67054697457112,"blue collar","fam_children",1,0.89,"Outdoor"
193,28,"Male",3,"Maine","Sedentary",6.00707252509892,"white collar","fam_children",1,0.43,"Indoor"
236,81,"Male",3,"New Jersey","Sedentary",19.8691304392161,"white collar","fam_children",1,0.52,"Indoor"
286,53,"Male",3,"New Hampshire","Sedentary",3.04829424247146,"retired","fam_children",1,0.2,"Indoor"
336,27,"Male",2,"Ontario","Sedentary",13.0226728599519,"gig worker","fam_children",1,0.73,"Outdoor"
374,69,"Male",2,"Maine","Sedentary",20.6661131597104,"white collar","fam_children",1,0.9,"Indoor"
384,29,"Male",5,"Ontario","Sedentary",21.3278746736379,"gig worker","fam_children",1,0.8,"Outdoor"
403,43,"Male",6,"Maine","Sedentary",6.90094348043203,"retired","fam_children",1,0.96,"Indoor"
475,28,"Male",4,"Vermont","Sedentary",14.911761862971,"white collar","fam_children",1,0.61,"Outdoor"
520,20,"Male",1,"Rhode Island","Sedentary",27.1551896623316,"white collar","fam_children",1,0.15,"Indoor"
548,83,"Male",3,"New Hampshire","Sedentary",25.4437827506397,"blue collar","fam_children",1,0.53,"Indoor"
609,42,"Male",1,"New Hampshire","Sedentary",20.4252744457665,"blue collar","fam_children",1,0.38,"Outdoor"
626,35,"Male",2,"Rhode Island","Sedentary",16.9636806480304,"white collar","fam_children",1,0.68,"Outdoor"
659,73,"Male",0,"Ontario","Sedentary",53.3968490726183,"gig worker","fam_children",1,0.03,"Indoor"
673,73,"Male",0,"New Jersey","Sedentary",7.22948947921395,"retired","fam_children",1,0.66,"Indoor"
702,44,"Male",3,"Maine","Sedentary",0.422300680676483,"blue collar","fam_children",1,0.01,"Indoor"
707,79,"Male",2,"Maine","Sedentary",103.097365428375,"blue collar","fam_children",1,0.61,"Outdoor"
745,59,"Male",0,"Rhode Island","Sedentary",2.94916463505372,"blue collar","fam_children",1,1,"Indoor"
855,26,"Male",3,"Ontario","Sedentary",2.80208894982934,"white collar","fam_children",1,0.6,"Indoor"
908,61,"Male",0,"New Jersey","Sedentary",63.7376275625,"white collar","fam_children",1,0.02,"Outdoor"
912,46,"Male",1,"Maine","Sedentary",12.2244113963097,"white collar","fam_children",1,0.61,"Indoor"
933,22,"Male",2,"Maine","Sedentary",5.05619933698645,"white collar","fam_children",1,0.64,"Outdoor"
1014,68,"Male",1,"Vermont","Sedentary",37.6262395812159,"blue collar","fam_children",1,0.37,"Indoor"
1081,19,"Male",0,"New Jersey","Sedentary",22.0984520941022,"blue collar","fam_children",1,0.11,"Indoor"
1118,59,"Male",2,"Maine","Sedentary",36.0151182098274,"white collar","fam_children",1,0.73,"Indoor"
1151,76,"Male",0,"Maine","Sedentary",39.8787661068766,"white collar","fam_children",1,0.42,"Indoor"
1209,70,"Male",3,"Maine","Sedentary",17.5801600321176,"white collar","fam_children",1,0.94,"Indoor"
1265,20,"Male",2,"Maine","Sedentary",5.97259219735861,"white collar","fam_children",1,0.98,"Indoor"
1271,31,"Male",3,"Ontario","Sedentary",4.67527952045202,"NaN","fam_children",1,0.95,"Indoor"
1339,48,"Male",1,"Massachusetts","Sedentary",1.3735444098711,"white collar","fam_children",1,0.45,"Outdoor"
1359,52,"Male",1,"New Jersey","Sedentary",16.2768106526675,"blue collar","fam_children",1,0.66,"Indoor"
1393,79,"Male",1,"Massachusetts","Sedentary",43.0069564353165,"retired","fam_children",1,0.04,"Indoor"
1456,26,"Male",2,"Maine","Sedentary",32.6479113085156,"white collar","fam_children",1,0.57,"Indoor"
1466,30,"Male",6,"New Jersey","Sedentary",6.50676465593278,"white collar","fam_children",1,0.55,"Indoor"
1524,38,"Male",2,"Rhode Island","Sedentary",0.378119703382254,"white collar","fam_children",1,0.02,"Indoor"
1679,37,"Male",4,"Ontario","Sedentary",11.8611030658749,"blue collar","fam_children",1,0.91,"Indoor"
1690,38,"Male",2,"Massachusetts","Sedentary",12.0123998075724,"white collar","fam_children",1,0.91,"Indoor"
1781,46,"Male",2,"Maine","Sedentary",8.1465482711792,"blue collar","fam_children",1,0.41,"Indoor"
1853,40,"Male",4,"Maine","Sedentary",17.6231163545492,"white collar","fam_children",1,0.43,"Outdoor"
1864,62,"Male",4,"Rhode Island","Sedentary",6.59077456220984,"blue collar","fam_children",1,0.37,"Indoor"
1870,81,"Male",1,"Maine","Sedentary",0.429186262190342,"white collar","fam_children",1,0.67,"Outdoor"
1878,47,"Male",3,"New Hampshire","Sedentary",2.10700603011299,"retired","fam_children",1,0.71,"Indoor"
1882,81,"Male",3,"New Jersey","Sedentary",79.908639300139,"blue collar","fam_children",1,0.07,"Outdoor"
1937,82,"Male",1,"Massachusetts","Sedentary",32.3336234516203,"white collar","fam_children",1,0.19,"Outdoor"
2014,85,"Male",0,"Vermont","Sedentary",0.468901664215065,"retired","fam_children",1,0.81,"Indoor"
2047,83,"Male",1,"Massachusetts","Sedentary",4.70862780697644,"white collar","fam_children",1,0.82,"Indoor"
2102,50,"Male",0,"New Jersey","Sedentary",21.6590777217391,"white collar","fam_children",1,0.05,"Outdoor"
2127,58,"Male",2,"Maine","Sedentary",21.4409634835067,"blue collar","fam_children",1,0.88,"Indoor"
2185,54,"Male",2,"Ontario","Sedentary",14.5516161612215,"retired","fam_children",1,0.1,"Indoor"
2194,72,"Male",4,"Maine","Sedentary",23.2420731513741,"white collar","fam_children",1,0.51,"Indoor"
2204,67,"Male",1,"New Jersey","Sedentary",2.77277922151555,"white collar","fam_children",1,0.16,"Indoor"
2224,72,"Male",2,"Maine","Sedentary",22.0530658072294,"white collar","fam_children",1,0.33,"Outdoor"
2239,66,"Male",0,"Maine","Sedentary",5.78984525986016,"blue collar","fam_children",1,0.44,"Indoor"
